client,vendor_id,vendor_name,vendor_type,status,email,contact_name,all_emails,website,additional_notes,address,city,region,country,postal_code,documents_count,non_responsive_since,last_request_sent,external_codes,created_at,updated_at,sync_date
"Block Real Estate Services, LLC",6a07292cf523b35823695b50,THE HELPING HAND OF GOODWILL,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a07292cf523b35823695b55,FIRST BUSINESS BANK,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a07292cf523b35823695b5a,TAKE 5 OIL CHANGE,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a07292cf523b35823695b5f,BANKERS LIFE AND CASUALTY COMPANY,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a07292cf523b35823695b64,DAIRY FARMERS OF AMERICA,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a07292cf523b35823695b69,"SONO BELLO / BODY CONTOUR CENTERS, LLC",Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a07292cf523b35823695b6e,PERRY PLAZA DENTAL,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a07292df523b35823695b73,ATHLETICO MANAGEMENT LLC,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a07292df523b35823695b78,ADVANTAGE SALES AND MARKETING,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a07292df523b35823695b7d,ENGINEERING DESIGN & TESTING CORPORATION,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a07292df523b35823695b82,"AKZO NOBEL PAINTS - PPG ARCHITECTURAL FINISHES, INC.",Party,active,Leslie.A.Kress@marsh.com,Leslie A. Kress,Leslie.A.Kress@marsh.com,,,,,,,,9,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a07292df523b35823695b87,"ERGO MIDWEST, INC",Party,active,Kim.Kulish@vgm.comINSURER(S)AFFORDINGCOVERAGENAIC#,Kim Kulish,Kim.Kulish@vgm.comINSURER(S)AFFORDINGCOVERAGENAIC#,,,,,,,,1,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a07292df523b35823695b8c,"ACOSTA, INC.",Party,active,,,,,,,,,,,3,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a07292df523b35823695b91,KANSAS GAS CO,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a07292df523b35823695b96,WORLD OF SPIRITS,Party,active,,Robert B. Fiss,,,,,,,,,2,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a07292df523b35823695b9b,BHPS RESTURANT GROUP,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a07292df523b35823695ba0,ZL WEST ENGINEERING PLASTICS,Party,active,karen.lore@reillyinsurance,,karen.lore@reillyinsurance,,,,,,,,1,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a07292df523b35823695ba5,NRCCUA - NATIONAL RESEARCH CENTER FOR COLLEGE & UNIVERSITY ADMISSION,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a07292df523b35823695baa,"BWI COMPANIES, INC.",Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a07292df523b35823695baf,BLACK & VEATCH,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a07292df523b35823695bb4,"NEXTAFF GROUP, LLC",Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a07292ef523b35823695bb9,COURY PROPERTIES - AMBASSADOR HOTEL,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a07292ef523b35823695bbe,"NETSMART TECHNOLOGIES, INC",Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a07292ef523b35823695bc3,"RESIDEO TECHNOLOGIES, INC. - HONEYWELL INTERNATIONAL, INC/ADEMCO DISTRIBUTION, INC -ADI",Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a07292ef523b35823695bc8,TITLEMAX TITLE LOANS / TITLE MAX OF MISSOURI,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a07292ef523b35823695bcd,"ROYAL SEAMLESS GUTTER, INC.",Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a07292ef523b35823695bd2,"AEE-EMF, INC.",Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a07292ef523b35823695bd7,ADA AUCTION MERCHANDISE SERVICES,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a07292ef523b35823695bdc,BJC HEALTH CARE,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a07292ef523b35823695be1,EMBROID ME - DISKIN TODD DBA DISKO PROMOTIONS LLC,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a07292ef523b35823695be6,SUNSHINE CITY - CENTURY STAR INC DBA SAKURA,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a07292ef523b35823695beb,COSTA VIDA FRESH MEXICAN GRILL / BB MAGICAL FRUIT,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a07292ef523b35823695bf0,"THA HYDRAULICS / CHINA LIFTS - TINGHENG, INC",Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a07292ff523b35823695bf5,"AGI SURE TRACK, LLC",Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a07292ff523b35823695bfa,717 OFFICE GROUP LLC,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a07292ff523b35823695bff,"ANDERSON LAW, LLC",Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a07292ff523b35823695c04,PUPPY LOVE GROOMING / ANNTIPPIA YOUNG,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a07292ff523b35823695c09,US PHYSICAL THERAPY INC,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a07292ff523b35823695c0e,AXIOM STRATEGIES,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a07292ff523b35823695c13,CASSIE CRICK HAIR SALON,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a07292ff523b35823695c18,CHARLES D. JONES COMPANY,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a07292ff523b35823695c1d,CONSULTANTS IN GASTONTEROLOGY / CIG PARTNERS LLC,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a07292ff523b35823695c22,FAST SIGNS,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a07292ff523b35823695c27,"THE UPTOWN EVENT CENTER / FORGED BY FIRE, LLC",Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a07292ff523b35823695c2c,GANNETT OUTDOOR CO,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a07292ff523b35823695c31,INTERNAL REVENUE SERVICE / GOVERNMENT SERVICES ADMINISTRATION (GSA),Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072930f523b35823695c36,"HYDRO PONICS / RIVER MARKET HYDRO / PALM GREEN, LLC",Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072930f523b35823695c3b,JOSHUA W SHARP INSURANCE / FARMERS INSURANCE,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072930f523b35823695c40,"MAVS VOLLEYBALL / MAVS, LLC",Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072930f523b35823695c45,MAZZARESE & ASSOCIATES,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072930f523b35823695c4a,MIDWEST MODEL RAILROAD,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072930f523b35823695c4f,NEENAN COMPANY,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072930f523b35823695c54,NEW MEXICO BONE & JOINT INSTITUTE,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072930f523b35823695c59,RED SHOES,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072930f523b35823695c5e,REINVENT YOUR HEALTH,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072930f523b35823695c63,SELECT PHYSICAL THERAPY / HEALTHSOUTH CORP,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072930f523b35823695c68,"SLIM 4 LIFE WEIGHT LOSS / 4 LIFE WEIGHT LOSS CENTERS, INC.",Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072930f523b35823695c6d,ST. LUKE'S HOSPITAL,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072930f523b35823695c72,TAIKAN DEVELOPMENT CORPORATION,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072930f523b35823695c77,"TAILGATE GUYS, LLC",Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072931f523b35823695c7c,"TW TELECOM OF KANSAS CITY, LLC",Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072931f523b35823695c81,THE UNDERGROUND LAB / ANIMAL KINGDOM ATHLETICS,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072931f523b35823695c86,VITEV / GABE HUNNINGHAKE,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072931f523b35823695c8b,"ALACARE HOME HEALTH AND HOSPICE, INC.",Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072931f523b35823695c90,"ENERGY INSURANCE AGENCY, INC",Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072931f523b35823695c95,EYE HEALTH AMERICA LLC,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072931f523b35823695c9a,FLOORING SYSTEMS,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072931f523b35823695c9f,FLORENCE SURGERY & LASER CENTER LLC,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072931f523b35823695ca4,FREEDOM HEARING,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072931f523b35823695ca9,HANGER CLINIC,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072931f523b35823695cae,INRI MEDICAL ASSOC.,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072931f523b35823695cb3,"LIBERDA CONSULTING, LLC",Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072931f523b35823695cb8,MIDWEST HEART & VASCULAR AND KCHRI (KANSAS CITY HEART RHYTHM INSTITUTE),Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072932f523b35823695cbd,MONTEE LAW FIRM,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072932f523b35823695cc2,ONEHQ,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072932f523b35823695cc7,PERSONAL & FAMILY DEVELOPMENT SERVICE PC,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072932f523b35823695ccc,"SHAMAN BOTANICALS, INC",Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072932f523b35823695cd1,SHIP IT NOW / JVN ENTERPRISES,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072932f523b35823695cd6,"STRAY DOG CAPITAL, LLC",Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072932f523b35823695cdb,"THAI PEPPER CUISINE, LLC",Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072932f523b35823695ce0,"UNIVERSITY OF CINCINNATI PHYSICIANS COMPANY, LLC",Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072932f523b35823695ce5,VCS CONSULTING,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072932f523b35823695cea,YIA YIAS TATTOO PARLOR,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072932f523b35823695cef,CONVERGINT TECHNOLOGIES,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072932f523b35823695cf4,WENDY'S / JADE PROPERTIES,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072932f523b35823695cf9,"GILHOULY'S / JS 39TH STREET INVESTORS, LLC",Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072933f523b35823695cfe,RARE HOSPITALITY OF KANSAS,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072933f523b35823695d03,SALON 152,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072933f523b35823695d08,"TIME WARNER CABLE / SPECTRUM MID-AMERICA, LLC",Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072933f523b35823695d0d,STATE OF MISSOURI DMV,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072933f523b35823695d12,SUBWAY RESTAURANT - ROTTINGHAUS,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072933f523b35823695d17,"CELLULAR MARKET AKA BOOST MOBILE / SUZY, INC.",Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072933f523b35823695d1c,"WALDO THAI PLACE, LLC",Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072933f523b35823695d21,"ROADHOUSE RESTAURANT / DACTYL, LLC",Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072933f523b35823695d26,"INFUSYSTEM / FIRST BIOMEDICAL, INC.",Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072933f523b35823695d2b,"FREIGHTSNAP, LLC",Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072933f523b35823695d30,KANSAS GRANITE MART / IB GRANITE DISTRIBUTION,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072933f523b35823695d35,LARON L. GREEN,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072933f523b35823695d3a,LINCOLN ELECTRIC COMPANY,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072934f523b35823695d3f,"ADVENA LIVING /CORNERSTONE GROUP HOLDINGS, INC.",Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072934f523b35823695d44,"LYNTEC, INC. / RDC, INC. (EXPANSION)",Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072934f523b35823695d49,PHYSICIANS PRIMARY CARE,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072934f523b35823695d4e,KC NEEDLEPOINT,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072934f523b35823695d53,"ROXY / KILROY ENTERTAINMENT GROUP, LLC",Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072934f523b35823695d58,LAS VEGAS UROLOGY,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072934f523b35823695d5d,MEDICAL MIDWEST / LINCARE,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072934f523b35823695d62,"WORKFORCE PARTNERSHIP / LOCAL WORKFORCE INVESTMENT AREA, III",Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072934f523b35823695d67,LIQUOR KING AND SMOKE SHOP / LUVKUSH,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072934f523b35823695d6c,"MAREL, USA",Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072934f523b35823695d71,NATIONAL GENERAL MANAGEMENT,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072934f523b35823695d76,"NEXUS MEDICAL, LLC",Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072934f523b35823695d7b,"PENNSYLVANIA TOOLS SALES SERVICE, INC.",Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072935f523b35823695d80,"NPC INTERNATIONAL, INC",Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072935f523b35823695d85,"OZ ACCOMMODATIONS, INC.",Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072935f523b35823695d8a,"CHAMPION PERFORMANCE & PHYSICAL THERAPY / PAUL THOMAS PHYSICAL THERAPY, LLC",Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072935f523b35823695d8f,PETER FOX - STATE FARM INS.,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072935f523b35823695d94,NATIONAL VISION INC,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072935f523b35823695d99,"PACIFIC DENTAL SERVICES, LLC",Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072935f523b35823695d9e,PEST CONTROL SUPPLIES / TERMINIX INTERNATIONAL COMPANY,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072935f523b35823695da3,TEAM INDUSTRIAL SERVICES,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072935f523b35823695da8,TOMLINSON CHIROPRACTIC & ACUPUNCTURE LLC,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072935f523b35823695dad,"CARSTAR - AUTOBODY ON THE RUN, LLC",Party,active,skennedy@intrepiddirect.com,Shaughn Kennedy,skennedy@intrepiddirect.com,,,,,,,,1,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072935f523b35823695db2,BIRMINGHAM HEART CLINIC,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072935f523b35823695db7,CARRIER GLOBAL CORPORATION,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072935f523b35823695dbc,"JURO INTERNATIONAL SYSTEMS, INC.",Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072936f523b35823695dc1,"NORCO INDUSTRIES, INC.",Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
